module	version	go_sum_h1	go_mod_h1	declared_in
golang.org/x/lint	v0.0.0-20190909230951-414d861bb4ac		h1:6SW0HCj/g11FgYtHlgUYUwCkIfeOF89ocIRzGO/8vkc=	core/go.sum
golang.org/x/lint	v0.0.0-20190930215403-16217165b5de		h1:6SW0HCj/g11FgYtHlgUYUwCkIfeOF89ocIRzGO/8vkc=	core/go.sum
golang.org/x/mobile	v0.0.0-20190312151609-d3739f865fa6		h1:z+o9i4GpDbdi3rU15maQ/Ox0txvL9dWGYEHz965HBQE=	core/go.sum
golang.org/x/mobile	v0.0.0-20190719004257-d2bd2a29d028		h1:E/iHnbuqvinMTCcRqshq8CkpyQDoeVncDDYHnLhea+o=	core/go.sum
golang.org/x/mod	v0.0.0-20190513183733-4bf6d317e70e		h1:mXi4GBBbnImb6dmsKGUJ2LatrhH/nqhxcFungHvyanc=	core/go.sum
golang.org/x/mod	v0.1.0		h1:0QHyrYULN0/3qlju5TqG8bIK38QM8yzMo5ekMj3DlcY=	core/go.sum
golang.org/x/mod	v0.1.1-0.20191105210325-c90efee705ee		h1:QqPTAvyqsEbceGzBzNggFXnrqF1CaUcvgkdR5Ot7KZg=	core/go.sum
golang.org/x/mod	v0.1.1-0.20191107180719-034126e5016b		h1:QqPTAvyqsEbceGzBzNggFXnrqF1CaUcvgkdR5Ot7KZg=	core/go.sum
golang.org/x/mod	v0.2.0		h1:s0Qsj1ACt9ePp/hMypM3fl4fZqREWJwdYDEqhRiZZUA=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/mod	v0.3.0		h1:s0Qsj1ACt9ePp/hMypM3fl4fZqREWJwdYDEqhRiZZUA=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/net	v0.0.0-20180724234803-3673e40ba225		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20180826012351-8a410e7b638d		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20181023162649-9b4f9f5ad519		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20181114220301-adae6a3d119a		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20181201002055-351d144fa1fc		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20181220203305-927f97764cc3		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20190108225652-1e06a53dbb7e		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20190213061140-3a22650c66bd		h1:mL1N/T3taQHkDXs73rZJwtUhF3w3ftmwwsq0BUmARs4=	core/go.sum
golang.org/x/net	v0.0.0-20190311183353-d8887717615a		h1:t9HGtf8HONx5eT2rtn7q6eTqICYqUVnKs3thJo3Qplg=	core/go.sum
golang.org/x/net	v0.0.0-20190404232315-eb5bcb51f2a3		h1:t9HGtf8HONx5eT2rtn7q6eTqICYqUVnKs3thJo3Qplg=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/net	v0.0.0-20190501004415-9ce7a6920f09		h1:t9HGtf8HONx5eT2rtn7q6eTqICYqUVnKs3thJo3Qplg=	core/go.sum
golang.org/x/net	v0.0.0-20190503192946-f4e77d36d62c		h1:t9HGtf8HONx5eT2rtn7q6eTqICYqUVnKs3thJo3Qplg=	core/go.sum
golang.org/x/net	v0.0.0-20190522155817-f3200d17e092		h1:HSz+uSET+XFnRR8LxR5pz3Of3rY3CfYBVs4xY44aLks=	core/go.sum
golang.org/x/net	v0.0.0-20190603091049-60506f45cf65		h1:HSz+uSET+XFnRR8LxR5pz3Of3rY3CfYBVs4xY44aLks=	core/go.sum
golang.org/x/net	v0.0.0-20190620200207-3b0461eec859		h1:z5CRVTTTmAJ677TzLLGU+0bjPO0LkuOLi4/5GtJWs/s=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/net	v0.0.0-20200226121028-0de0cce0169b		h1:z5CRVTTTmAJ677TzLLGU+0bjPO0LkuOLi4/5GtJWs/s=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/net	v0.0.0-20201021035429-f5854403a974		h1:sp8m0HH+o8qH0wwXwYZr8TS3Oi6o0r6Gce1SSxlDquU=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/net	v0.25.0	h1:d/OCCoBEUq33pjydKrGQhw7IlUPI2Oylr+8qLx49kac=	h1:JkAGAh7GEvH74S6FOH42FLoXpXbE/aqXSrIQjXgsiwM=	xroad-service/go.sum;xroad-service/go.sum
golang.org/x/net	v0.29.0	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=	h1:gLkgy8jTGERgjzMic6DS9+SP0ajcu6Xu3Orq/SpETg0=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
golang.org/x/oauth2	v0.0.0-20180821212333-d2e6202438be		h1:N/0e6XlmueqKjAGxoOufVs8QHGRruUQn6yWY3a++T0U=	core/go.sum
golang.org/x/oauth2	v0.0.0-20190226205417-e64efc72b421		h1:gOpvHmFTYa4IltrdGE7lF6nIHvwfUNPOp7c8zoXwtLw=	core/go.sum
golang.org/x/oauth2	v0.0.0-20190604053449-0f29369cfe45		h1:gOpvHmFTYa4IltrdGE7lF6nIHvwfUNPOp7c8zoXwtLw=	core/go.sum
golang.org/x/sync	v0.0.0-20180314180146-1d60e4601c6f		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	core/go.sum
golang.org/x/sync	v0.0.0-20181108010431-42b317875d0f		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	core/go.sum
golang.org/x/sync	v0.0.0-20181221193216-37e7f081c4d4		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	core/go.sum
golang.org/x/sync	v0.0.0-20190227155943-e225da77a7e6		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	core/go.sum
golang.org/x/sync	v0.0.0-20190423024810-112230192c58		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sync	v0.0.0-20190911185100-cd5d95a43a6e		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sync	v0.0.0-20201020160332-67f06af15bc9		h1:RxMgew5VJxzue5/jJTE5uejpjVlOe/izrB70Jof72aM=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sys	v0.0.0-20180823144017-11551d06cbcc		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20180830151530-49385e6e1522		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20180905080454-ebe1bf3edb33		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20181026203630-95b1ffbd15a5		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20181107165924-66b7b1311ac8		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20181116152217-5ac8a444bdc5		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	core/go.sum
golang.org/x/sys	v0.0.0-20190215142949-d0b11bdaac8a		h1:STP8DvDyc/dI5b8T5hshtkjS+E42TnysNCUPdjciGhY=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sys	v0.0.0-20190312061237-fead79001313		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20190412213103-97732733099d		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sys	v0.0.0-20190502145724-3ef323f4f1fd		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20190507160741-ecd444e8653b		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20190606165138-5da285871e9c		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20190624142023-c5567b49c5d0		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20191001151750-bb3f8db39f24		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20191026070338-33540a1f6037		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20200302150141-5c8b2ff67527		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	core/go.sum
golang.org/x/sys	v0.0.0-20200930185726-fdedc70b468f		h1:h1NjWce9XRLGQEsW7wpKNCjG9DtNlClVuFLEZdDNbEs=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/sys	v0.0.0-20220715151400-c0bba94af5f8		h1:oPkhp1MJrh7nUepCBck5+mAzfO9JrbApNNgaTdGDITg=	xroad-service/go.sum
golang.org/x/sys	v0.10.0	h1:SqMFp9UcQJZa+pmYuAKjd9xq1f0j5rLcDIk0mj4qAsA=	h1:oPkhp1MJrh7nUepCBck5+mAzfO9JrbApNNgaTdGDITg=	core/go.sum;core/go.sum
golang.org/x/sys	v0.20.0	h1:Od9JTbYCk261bKm4M/mw7AklTlFYIa0bIp9BgSm1S8Y=	h1:/VUhepiaJMQUp4+oa/7Zr1D23ma6VTLIYjOOTFZPUcA=	xroad-service/go.sum;xroad-service/go.sum
golang.org/x/sys	v0.25.0	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=	h1:/VUhepiaJMQUp4+oa/7Zr1D23ma6VTLIYjOOTFZPUcA=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
golang.org/x/sys	v0.5.0		h1:oPkhp1MJrh7nUepCBck5+mAzfO9JrbApNNgaTdGDITg=	xroad-service/go.sum
golang.org/x/sys	v0.6.0		h1:oPkhp1MJrh7nUepCBck5+mAzfO9JrbApNNgaTdGDITg=	xroad-service/go.sum
golang.org/x/text	v0.15.0	h1:h1V/4gjBv8v9cjcR6+AR5+/cIYK5N/WAgiv4xlsEtAk=	h1:18ZOQIKpY8NJVqYksKHtTdi31H5itFRjB5/qKTNYzSU=	xroad-service/go.sum;xroad-service/go.sum
golang.org/x/text	v0.18.0	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=	h1:BuEKDfySbSR4drPmRPG/7iBdf8hvFMuRexcpahXilzY=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
golang.org/x/text	v0.3.0		h1:NqM8EUOU14njkJ3fqMW+pc6Ldnwhi/IjpwHt7yyuwOQ=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/text	v0.3.1-0.20180807135948-17ff2d5776d2		h1:NqM8EUOU14njkJ3fqMW+pc6Ldnwhi/IjpwHt7yyuwOQ=	core/go.sum
golang.org/x/text	v0.3.2		h1:bEr9sfX3Q8Zfm5fL9x+3itogRgK3+ptLWKqgva+5dAk=	core/go.sum
golang.org/x/text	v0.3.3		h1:5Zoc/QRtKVWzQhOtBMvqHzDpF6irO9z98xDceosuGiQ=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/time	v0.0.0-20181108054448-85acf8d2951c		h1:tRJNPiyCQ0inRvYxbN9jk5I+vvW/OXSQhTDSoE431IQ=	core/go.sum
golang.org/x/time	v0.0.0-20190308202827-9d24e82272b4		h1:tRJNPiyCQ0inRvYxbN9jk5I+vvW/OXSQhTDSoE431IQ=	core/go.sum
golang.org/x/tools	v0.0.0-20180221164845-07fd8470d635		h1:n7NCudcB/nEzxVGmLbDWY5pfWTLqBcC2KZ6jyYvM4mQ=	core/go.sum
golang.org/x/tools	v0.0.0-20180917221912-90fa682c2a6e		h1:n7NCudcB/nEzxVGmLbDWY5pfWTLqBcC2KZ6jyYvM4mQ=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/tools	v0.0.0-20190114222345-bf090417da8b		h1:n7NCudcB/nEzxVGmLbDWY5pfWTLqBcC2KZ6jyYvM4mQ=	core/go.sum
golang.org/x/tools	v0.0.0-20190226205152-f727befe758c		h1:9Yl7xja0Znq3iFh3HoIrodX9oNMXvdceNzlUR8zjMvY=	core/go.sum
golang.org/x/tools	v0.0.0-20190311212946-11955173bddd		h1:LCzVGOaR6xXOjkQ3onu1FJEFr0SW1gC7cKk1uF8kGRs=	core/go.sum
golang.org/x/tools	v0.0.0-20190312151545-0bb0c0a6e846		h1:LCzVGOaR6xXOjkQ3onu1FJEFr0SW1gC7cKk1uF8kGRs=	core/go.sum
golang.org/x/tools	v0.0.0-20190312170243-e65039ee4138		h1:LCzVGOaR6xXOjkQ3onu1FJEFr0SW1gC7cKk1uF8kGRs=	core/go.sum
golang.org/x/tools	v0.0.0-20190328211700-ab21143f2384		h1:LCzVGOaR6xXOjkQ3onu1FJEFr0SW1gC7cKk1uF8kGRs=	core/go.sum
golang.org/x/tools	v0.0.0-20190425150028-36563e24a262		h1:RgjU9mgBXZiqYHBnxXauZ1Gv1EHHAz9KjViQ78xBX0Q=	core/go.sum
golang.org/x/tools	v0.0.0-20190506145303-2d16b83fe98c		h1:RgjU9mgBXZiqYHBnxXauZ1Gv1EHHAz9KjViQ78xBX0Q=	core/go.sum
golang.org/x/tools	v0.0.0-20190606124116-d0a3d012864b		h1:/rFqwRUd4F7ZHNgwSSTFct+R/Kf4OFW1sUzUTQQTgfc=	core/go.sum
golang.org/x/tools	v0.0.0-20190621195816-6e04913cbbac		h1:/rFqwRUd4F7ZHNgwSSTFct+R/Kf4OFW1sUzUTQQTgfc=	core/go.sum
golang.org/x/tools	v0.0.0-20190628153133-6cdbf07be9d0		h1:/rFqwRUd4F7ZHNgwSSTFct+R/Kf4OFW1sUzUTQQTgfc=	core/go.sum
golang.org/x/tools	v0.0.0-20190816200558-6889da9d5479		h1:b+2E5dAYhXwXZwtnZ6UAqBI28+e2cm9otk0dWdXHAEo=	core/go.sum
golang.org/x/tools	v0.0.0-20190911174233-4f2ddba30aff		h1:b+2E5dAYhXwXZwtnZ6UAqBI28+e2cm9otk0dWdXHAEo=	core/go.sum
golang.org/x/tools	v0.0.0-20191012152004-8de300cfc20a		h1:b+2E5dAYhXwXZwtnZ6UAqBI28+e2cm9otk0dWdXHAEo=	core/go.sum
golang.org/x/tools	v0.0.0-20191112195655-aa38f8e97acc		h1:b+2E5dAYhXwXZwtnZ6UAqBI28+e2cm9otk0dWdXHAEo=	core/go.sum
golang.org/x/tools	v0.0.0-20191119224855-298f0cb1881e		h1:b+2E5dAYhXwXZwtnZ6UAqBI28+e2cm9otk0dWdXHAEo=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/tools	v0.0.0-20200207183749-b753a1ba74fa		h1:TB2adYChydJhpapKDTa4BR/hXlZSLoq2Wpct/0txZ28=	core/go.sum
golang.org/x/tools	v0.0.0-20200619180055-7c47624df98f		h1:EkVYQZoAsY45+roYkvgYkIh4xh/qjgUK9TdY2XT94GE=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/tools	v0.0.0-20210106214847-113979e3529a		h1:emZCQorbCU4vsT4fOWvOPXz4eW1wZW4PmDk9uLelYpA=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/xerrors	v0.0.0-20190717185122-a985d3407aa7		h1:I/5z698sn9Ka8TeJc9MKroUUfqBBauWjQqLJ2OPfmY0=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/xerrors	v0.0.0-20191011141410-1b5146add898		h1:I/5z698sn9Ka8TeJc9MKroUUfqBBauWjQqLJ2OPfmY0=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/xerrors	v0.0.0-20191204190536-9bdfabe68543	h1:E7g+9GITq07hpfrRu66IVDexMakfv52eLZ2CXBWiKr4=	h1:I/5z698sn9Ka8TeJc9MKroUUfqBBauWjQqLJ2OPfmY0=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum;xroad-service/go.sum
golang.org/x/xerrors	v0.0.0-20200804184101-5ec99f83aff1		h1:I/5z698sn9Ka8TeJc9MKroUUfqBBauWjQqLJ2OPfmY0=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
google.golang.org/api	v0.13.0		h1:iLdEw5Ide6rF15KTC1Kkl0iskquN2gFfn9o9XIsbkAI=	core/go.sum
google.golang.org/api	v0.4.0		h1:8k5glujaEP+g9n7WNsDg8QP6cUVNI86fCNMcbazEtwE=	core/go.sum
google.golang.org/api	v0.7.0		h1:WtwebWUNSVBH/HAw79HIFXZNqEvBhG+Ra+ax0hx3E3M=	core/go.sum
google.golang.org/api	v0.8.0		h1:o4eAsZoiT+ibD93RtjEohWalFOjRDx6CVaqeizhEnKg=	core/go.sum
google.golang.org/api	v0.9.0		h1:o4eAsZoiT+ibD93RtjEohWalFOjRDx6CVaqeizhEnKg=	core/go.sum
google.golang.org/appengine	v1.1.0		h1:EbEs0AVv82hx2wNQdGPgUI5lhzA/G0D9YwlJXL52JkM=	core/go.sum
google.golang.org/appengine	v1.4.0		h1:xpcJRLb0r/rnEns0DIKYYv+WjYCduHsrkT7/EB5XEv4=	core/go.sum
google.golang.org/appengine	v1.5.0		h1:xpcJRLb0r/rnEns0DIKYYv+WjYCduHsrkT7/EB5XEv4=	core/go.sum
google.golang.org/appengine	v1.6.1		h1:i06prIuMbXzDqacNJfV5OdTW448YApPu5ww/cMBSeb0=	core/go.sum
google.golang.org/genproto	v0.0.0-20180817151627-c66870c02cf8		h1:JiN7NxoALGmiZfu7CAH4rXhgtRTLTxftemlI0sWmxmc=	core/go.sum
google.golang.org/genproto	v0.0.0-20190307195333-5fe7a883aa19		h1:VzzqZJRnGkLBvHegQrXjBqPurQTc5/KpmUdxsrq26oE=	core/go.sum
google.golang.org/genproto	v0.0.0-20190418145605-e7d98fc518a7		h1:VzzqZJRnGkLBvHegQrXjBqPurQTc5/KpmUdxsrq26oE=	core/go.sum
google.golang.org/genproto	v0.0.0-20190425155659-357c62f0e4bb		h1:VzzqZJRnGkLBvHegQrXjBqPurQTc5/KpmUdxsrq26oE=	core/go.sum
google.golang.org/genproto	v0.0.0-20190502173448-54afdca5d873		h1:VzzqZJRnGkLBvHegQrXjBqPurQTc5/KpmUdxsrq26oE=	core/go.sum
google.golang.org/genproto	v0.0.0-20190801165951-fa694d86fc64		h1:DMBHOl98Agz4BDEuKkezgsaosCRResVns1a3J2ZsMNc=	core/go.sum
google.golang.org/genproto	v0.0.0-20190819201941-24fa4b261c55		h1:DMBHOl98Agz4BDEuKkezgsaosCRResVns1a3J2ZsMNc=	core/go.sum
google.golang.org/genproto	v0.0.0-20190911173649-1774047e7e51		h1:IbNlFCBrqXvoKpeg0TB2l7cyZUmoaFKYIwrEpbDKLA8=	core/go.sum
google.golang.org/genproto	v0.0.0-20191108220845-16a3f7862a1a		h1:n3cpQtvxv34hfy77yVDNjmbRyujviMdxYliBSkLhpCc=	core/go.sum
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=	h1:qpvKtACPCQhAdu3PyQgV4l3LMXZEtft7y8QcarRsp9I=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=	h1:UqMtugtsSgubUsoxbuAoiCXvqvErP7Gf0so0mK9tHxU=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
google.golang.org/grpc	v1.19.0		h1:mqu4LbDTu4XGKhr4mRzUsmM4RtVoemTSY81AxZiDr8c=	core/go.sum
google.golang.org/grpc	v1.20.1		h1:10oTOabMzJvdu6/UiuZezV6QK5dSlG84ov/aaiqXj38=	core/go.sum
google.golang.org/grpc	v1.21.0		h1:oYelfM1adQP15Ek0mdvEgi9Df8B9CZIaU1084ijfRaM=	core/go.sum
google.golang.org/grpc	v1.21.1		h1:oYelfM1adQP15Ek0mdvEgi9Df8B9CZIaU1084ijfRaM=	core/go.sum
google.golang.org/grpc	v1.68.0	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=	h1:fmSPC5AsjSBCK54MyHRx48kpOti1/jRfOlwEWywNjWA=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
google.golang.org/protobuf	v1.34.1	h1:9ddQBjfCyZPOHPUiPxpYESBLc+T8P3E+Vo4IbKZgFWg=	h1:c6P6GXX6sHbq/GpV6MGZEdwhWPcYBgnhAHhKbcUYpos=	xroad-service/go.sum;xroad-service/go.sum
